,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35
0,0.35712289810180664,0.5502852201461792,-0.17539991438388824,0.37118664383888245,0.5093935132026672,0.19229814410209656,0.4392474293708801,0.5864870548248291,-0.2749658226966858,0.4466313123703003,0.566744327545166,0.2852877974510193,0.4295222759246826,0.7512999176979065,-0.3366803228855133,0.4438704252243042,0.6803235411643982,0.31034740805625916,0.5512051582336426,0.5571222901344299,-0.11096720397472382,0.5517573952674866,0.5202608108520508,0.11105487495660782,0.6792068481445312,0.619010865688324,-0.10251010954380035,0.6771279573440552,0.5969434380531311,0.12456116080284119,0.8094841241836548,0.6481447815895081,-0.06044035404920578,0.7957072257995605,0.6298848986625671,0.16413575410842896
1,0.35715070366859436,0.5566142797470093,-0.17748403549194336,0.3708341121673584,0.5170560479164124,0.17766398191452026,0.43934765458106995,0.5864854454994202,-0.2834368944168091,0.44616085290908813,0.5611785054206848,0.2852897346019745,0.4289880692958832,0.7515496015548706,-0.3539697527885437,0.4376821517944336,0.6801086068153381,0.34083935618400574,0.5509355068206787,0.5629042387008667,-0.10967656970024109,0.5500667095184326,0.5270789861679077,0.10979416966438293,0.6787854433059692,0.6190794706344604,-0.10256946086883545,0.6769685745239258,0.597145676612854,0.11242096871137619,0.8082559108734131,0.649480938911438,-0.07361386716365814,0.7949180603027344,0.6310278177261353,0.13728703558444977
2,0.3567418158054352,0.567094624042511,-0.1753067821264267,0.36685118079185486,0.5378128886222839,0.1781587451696396,0.4393540024757385,0.5870534181594849,-0.28443825244903564,0.44552865624427795,0.5665849447250366,0.2855853736400604,0.42797911167144775,0.7520986795425415,-0.3617140054702759,0.4344983994960785,0.6810787916183472,0.3452683687210083,0.5464054942131042,0.5707958936691284,-0.1078459620475769,0.5438173413276672,0.5442726612091064,0.10797527432441711,0.6770581603050232,0.6211561560630798,-0.10081127285957336,0.6749254465103149,0.6040582656860352,0.10342532396316528,0.8082180619239807,0.649306058883667,-0.07218524068593979,0.7949144840240479,0.6315971612930298,0.1266627013683319
3,0.3554264008998871,0.5800473690032959,-0.1750546097755432,0.36279141902923584,0.55240398645401,0.16613519191741943,0.4393497705459595,0.5871812105178833,-0.2837320864200592,0.4453941583633423,0.5665992498397827,0.2810126543045044,0.42639172077178955,0.7547692060470581,-0.35830673575401306,0.42921218276023865,0.6816281080245972,0.3501225709915161,0.542960524559021,0.5838767290115356,-0.10492736846208572,0.541335940361023,0.5583046674728394,0.10507270693778992,0.6742483377456665,0.6281695365905762,-0.09453415870666504,0.6715947985649109,0.6108485460281372,0.10017688572406769,0.8080917596817017,0.6482353806495667,-0.06906772404909134,0.7939435839653015,0.631463348865509,0.1262919157743454
4,0.3544721305370331,0.595000684261322,-0.17504553496837616,0.361037939786911,0.5595667362213135,0.15889322757720947,0.43928053975105286,0.5874541997909546,-0.2818981111049652,0.445198118686676,0.5605243444442749,0.27409371733665466,0.42427998781204224,0.7567718625068665,-0.3507205843925476,0.4230247437953949,0.6761685609817505,0.34968656301498413,0.5410402417182922,0.5961766242980957,-0.10419131815433502,0.5392140746116638,0.5688256621360779,0.10433881729841232,0.6723634004592896,0.6336343288421631,-0.09211073815822601,0.6685754656791687,0.6167470812797546,0.09888710826635361,0.8062469363212585,0.6462907791137695,-0.06429773569107056,0.7925359010696411,0.6312230825424194,0.1259676218032837
5,0.3504089117050171,0.606239914894104,-0.16104285418987274,0.35752782225608826,0.5689473152160645,0.15312302112579346,0.43570834398269653,0.5885380506515503,-0.2269231230020523,0.44322171807289124,0.5607817769050598,0.25236776471138,0.4232681691646576,0.7591134309768677,-0.24719694256782532,0.4214344620704651,0.6761518120765686,0.31065958738327026,0.5372679233551025,0.6040719747543335,-0.09844110161066055,0.5350133180618286,0.5781927108764648,0.09858568757772446,0.6699483394622803,0.6355105638504028,-0.08399319648742676,0.6640241146087646,0.6174547672271729,0.08664807677268982,0.8036769032478333,0.6456153392791748,-0.05892593413591385,0.7886736392974854,0.6308981776237488,0.10891838371753693
6,0.3468315303325653,0.6168428659439087,-0.16143998503684998,0.3539526164531708,0.5793713331222534,0.1553349792957306,0.43062299489974976,0.5915989279747009,-0.24071703851222992,0.44013553857803345,0.5620079636573792,0.25954219698905945,0.42139431834220886,0.7609043121337891,-0.2812941074371338,0.42135414481163025,0.6762344241142273,0.3214859664440155,0.5360579490661621,0.6175916790962219,-0.09807489067316055,0.5343789458274841,0.5924187898635864,0.09821580350399017,0.6677359938621521,0.6406060457229614,-0.08184151351451874,0.6615910530090332,0.6249226331710815,0.08837861567735672,0.801750898361206,0.6456164717674255,-0.0555863194167614,0.7860794067382812,0.6311503648757935,0.11448027193546295
7,0.3450967073440552,0.6229924559593201,-0.1664314866065979,0.34898149967193604,0.5860897302627563,0.15997283160686493,0.4284711480140686,0.5918172001838684,-0.25715985894203186,0.4327695667743683,0.5634825825691223,0.2885812819004059,0.4209257662296295,0.7606913447380066,-0.30774983763694763,0.40462446212768555,0.6737343072891235,0.38346534967422485,0.5320759415626526,0.6253730058670044,-0.10262184590101242,0.5310122966766357,0.5997165441513062,0.10278548300266266,0.6652354001998901,0.6431092023849487,-0.08658230304718018,0.6592292785644531,0.6268770098686218,0.09054263681173325,0.8020499348640442,0.644848108291626,-0.06419429183006287,0.7858049273490906,0.6301293969154358,0.11807913333177567
8,0.3440893888473511,0.6307286024093628,-0.18171916902065277,0.3468802869319916,0.596403956413269,0.16048122942447662,0.42586156725883484,0.594209611415863,-0.30991142988204956,0.42747795581817627,0.5671765208244324,0.3096005618572235,0.41924479603767395,0.760515570640564,-0.40477579832077026,0.3958676755428314,0.6739451289176941,0.43211880326271057,0.5318558216094971,0.630843997001648,-0.10920791327953339,0.5307238101959229,0.6032418012619019,0.10932847112417221,0.6635971665382385,0.6484997272491455,-0.08999571949243546,0.6572600603103638,0.6295695304870605,0.10399797558784485,0.801360547542572,0.6435223817825317,-0.06550881266593933,0.7847878932952881,0.6266012787818909,0.14068414270877838
9,0.34338733553886414,0.6375772953033447,-0.17784960567951202,0.34553730487823486,0.6056130528450012,0.1608603447675705,0.4245755076408386,0.5957738161087036,-0.29242002964019775,0.42554739117622375,0.5706764459609985,0.30038440227508545,0.41944563388824463,0.759657621383667,-0.3516616225242615,0.4030417203903198,0.6739950776100159,0.40521252155303955,0.5311071872711182,0.6325329542160034,-0.10900448262691498,0.5293774604797363,0.6029548645019531,0.10911780595779419,0.6638113260269165,0.6489120721817017,-0.08653951436281204,0.6579291224479675,0.6312893629074097,0.10236592590808868,0.8015196323394775,0.6429230570793152,-0.06150294095277786,0.7852801084518433,0.6264944672584534,0.1365584135055542
