,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
0,0.7100629806518555,0.2776007056236267,0.008611790835857391,0.6613870859146118,0.26191362738609314,-0.14897151291370392,0.685731828212738,0.47664713859558105,-0.19418655335903168,0.7065685987472534,0.6968997716903687,-0.18162867426872253,0.4304933249950409,0.3098861873149872,-0.10124275833368301,0.3007633686065674,0.4862505793571472,-0.07532568275928497,0.1371120810508728,0.5957105159759521,-0.05495911091566086
1,0.7099140882492065,0.2874184250831604,-0.010059264488518238,0.65997713804245,0.2627273201942444,-0.15588022768497467,0.6857524514198303,0.4766263961791992,-0.2081868201494217,0.7069521546363831,0.69732666015625,-0.20216412842273712,0.42998385429382324,0.3093419075012207,-0.10311909019947052,0.3008153438568115,0.4861938953399658,-0.0921049565076828,0.137112095952034,0.5957333445549011,-0.08854317665100098
2,0.7101613283157349,0.2948998808860779,-0.019585927948355675,0.6594269275665283,0.26567697525024414,-0.1623108685016632,0.6857435703277588,0.47782835364341736,-0.21577715873718262,0.7072344422340393,0.7009844183921814,-0.20905420184135437,0.4292629063129425,0.31024399399757385,-0.10455259680747986,0.30101579427719116,0.48709163069725037,-0.09357939660549164,0.13706964254379272,0.5974233150482178,-0.08987157791852951
3,0.7132514715194702,0.2976609766483307,-0.0194051843136549,0.6593411564826965,0.2755672335624695,-0.16376303136348724,0.6858688592910767,0.48602524399757385,-0.2145938277244568,0.7083746194839478,0.7129977345466614,-0.20731037855148315,0.4286811351776123,0.31480124592781067,-0.10471009463071823,0.2996717393398285,0.4914398193359375,-0.09211697429418564,0.13673976063728333,0.6003032922744751,-0.07977697253227234
4,0.7136619091033936,0.30543795228004456,-0.01712888665497303,0.6594071388244629,0.2830847203731537,-0.16266028583049774,0.6867935657501221,0.4942597448825836,-0.214124396443367,0.710332989692688,0.7216888666152954,-0.20785373449325562,0.42870742082595825,0.32214754819869995,-0.10465821623802185,0.2993556559085846,0.4942592978477478,-0.09025953710079193,0.13664597272872925,0.6036185026168823,-0.07691839337348938
5,0.7173147797584534,0.31641340255737305,-0.02290024608373642,0.6599019169807434,0.28992760181427,-0.16730622947216034,0.6882941126823425,0.5037010908126831,-0.2218676060438156,0.7124985456466675,0.7368303537368774,-0.21757608652114868,0.4294480085372925,0.32784202694892883,-0.10503323376178741,0.3000490665435791,0.499840646982193,-0.09237256646156311,0.13691399991512299,0.607526957988739,-0.08230485767126083
6,0.7230876088142395,0.3188333511352539,-0.02008700929582119,0.6610229015350342,0.2991817891597748,-0.16604763269424438,0.689300000667572,0.5133083462715149,-0.21903328597545624,0.713344931602478,0.7507456541061401,-0.2166243940591812,0.433923602104187,0.3387588560581207,-0.10694246739149094,0.3005145788192749,0.5081892609596252,-0.09640825539827347,0.13800965249538422,0.6152416467666626,-0.08808732032775879
7,0.7268573641777039,0.32486826181411743,-0.018290607258677483,0.6633250117301941,0.30772289633750916,-0.16541355848312378,0.6921074390411377,0.5181705951690674,-0.21848809719085693,0.7143629193305969,0.7584884166717529,-0.21525561809539795,0.4378576874732971,0.34972473978996277,-0.10730696469545364,0.3035842180252075,0.5155784487724304,-0.09632647782564163,0.14074140787124634,0.6170388460159302,-0.08483216911554337
8,0.7281821966171265,0.3338933289051056,-0.00960938073694706,0.66817706823349,0.31651076674461365,-0.16282722353935242,0.6936444044113159,0.5285173058509827,-0.21753299236297607,0.7163565158843994,0.7683305740356445,-0.21401041746139526,0.44516170024871826,0.3604229986667633,-0.10745804756879807,0.30991438031196594,0.5227625966072083,-0.09600125253200531,0.1459338515996933,0.6193744540214539,-0.08293059468269348
9,0.7280151844024658,0.34160688519477844,0.006915254518389702,0.672139585018158,0.32539039850234985,-0.15048804879188538,0.6961246132850647,0.5369226932525635,-0.2046888768672943,0.7183230519294739,0.7759443521499634,-0.20287008583545685,0.4509083330631256,0.36545127630233765,-0.10770644247531891,0.31415724754333496,0.5271376967430115,-0.09881231188774109,0.14816592633724213,0.623871922492981,-0.09702431410551071
10,0.7314819097518921,0.3453698456287384,0.0067163449712097645,0.6751536726951599,0.33073553442955017,-0.14735820889472961,0.6971937417984009,0.5447887778282166,-0.1982433944940567,0.7189091444015503,0.7822376489639282,-0.19303369522094727,0.45287927985191345,0.3734104037284851,-0.10766004770994186,0.31479373574256897,0.5339560508728027,-0.09801744669675827,0.14967787265777588,0.6317266821861267,-0.09430108964443207
